0,92,67
1,92,67
2,91,68
3,90,68
4,90,68
5,95,62
6,95,62
7,94,65
8,94,64
9,94,64
10,93,65
11,92,64
12,92,63
13,92,63
14,92,63
15,92,63
16,92,60
17,92,59
18,93,59
19,93,58
20,94,57
21,94,57
22,94,55
23,95,54
24,96,53
25,97,52
26,97,52
27,98,51
28,99,50
29,99,50
30,100,49
31,100,49
32,101,48
33,101,48
34,102,47
35,102,46
36,102,47
37,103,48
38,103,48
39,104,47
40,103,48
41,103,48
42,102,48
43,100,49
44,98,50
45,98,50
46,95,52
47,92,53
48,88,55
49,85,56
50,84,56
51,84,56
52,83,56
53,83,57
54,74,62
55,67,64
56,60,65
57,59,66
58,58,66
59,57,66
60,55,67
61,54,67
62,53,68
63,52,68
64,50,68
65,49,69
66,48,69
67,47,69
68,53,70
69,57,72
70,56,73
71,55,73
72,56,71
73,59,69
74,58,70
75,60,67
76,61,65
77,62,63
78,64,61
79,66,58
80,68,56
81,71,54
82,73,52
83,75,51
84,79,48
85,83,47
86,87,46
87,90,44
88,95,44
89,99,43
90,103,42
91,104,42
92,105,41
93,111,41
94,116,41
95,117,40
96,119,40
97,120,39
98,122,39
99,123,38
100,124,41
101,123,43
102,123,45
103,121,46
104,119,47
105,120,47
106,116,49
107,112,50
108,108,51
109,105,51
110,101,51
111,98,51
112,94,51
113,91,50
114,88,50
115,86,50
116,83,50
117,81,49
118,80,49
119,77,49
120,76,47
121,74,47
122,73,47
123,73,47
124,72,47
125,71,48
126,71,48
127,70,48
128,70,48
129,71,48
130,71,48
131,70,48
132,70,48
133,70,48
134,70,48
135,69,48
136,70,48
137,71,48
138,70,48
139,71,48
140,70,48
141,71,48
142,73,47
143,74,48
144,74,48
145,75,48
146,75,48
147,78,48
148,79,48
149,80,48
150,80,48
151,81,48
152,82,48
153,83,48
154,83,48
155,83,48
156,84,48
157,84,48
158,85,48
159,85,48
160,84,48
161,86,48
162,86,48
163,86,48
164,86,48
165,85,49
166,85,49
167,85,50
168,86,51
169,86,51
170,86,52
171,86,54
172,87,55
173,87,56
174,87,56
175,87,57
176,89,58
177,89,59
178,89,60
179,89,60
180,90,62
181,90,62
182,90,63
183,91,62
184,92,62
185,92,62
186,93,62
187,94,62
188,94,63
189,95,63
190,95,63
191,99,65
192,100,65
193,105,68
194,107,70
195,108,70
196,109,71
197,110,71
198,110,72
199,111,72
200,112,73
201,113,73
202,113,74
203,114,74
204,115,75
205,116,76
206,116,76
207,117,77
208,118,77
209,119,78
210,119,78
211,120,79
212,121,79
213,122,80
214,115,64
215,110,59
216,107,57
217,102,56
218,97,54
219,92,54
220,87,52
221,82,51
222,77,51
223,74,51
224,69,52
225,65,52
226,62,52
227,60,52
228,57,52
229,55,53
230,56,54
231,56,56
232,57,57
233,59,58
234,58,59
235,57,59
236,56,59
237,55,59
238,54,59
239,53,59
240,68,63
241,68,63
242,68,64
243,67,64
244,67,64
245,67,64
246,84,65
247,91,65
248,96,66
249,99,65
250,100,65
251,101,63
252,100,63
253,100,63
254,100,63
255,99,62
256,98,61
