0,92,67
1,91,62
2,91,62
3,91,62
4,91,62
5,91,62
6,91,62
7,91,62
8,91,62
9,91,61
10,91,61
11,91,61
12,92,60
13,92,60
14,92,59
15,92,59
16,93,58
17,93,58
18,93,58
19,93,58
20,94,57
21,94,57
22,94,57
23,95,56
24,95,56
25,95,56
26,96,55
27,96,55
28,96,55
29,96,55
30,97,55
31,97,55
32,97,55
33,97,55
34,97,55
35,97,55
36,97,55
37,97,55
38,97,55
39,96,55
40,96,55
41,95,56
42,94,56
43,92,56
44,90,57
45,88,57
46,86,58
47,83,58
48,81,59
49,79,60
50,77,60
51,75,61
52,73,61
53,72,62
54,72,62
55,73,62
56,74,63
57,75,63
58,76,63
59,77,64
60,79,64
61,79,64
62,80,64
63,80,64
64,79,63
65,79,63
66,79,62
67,78,62
68,78,62
69,77,62
70,77,62
71,77,61
72,77,61
73,77,60
74,78,60
75,78,59
76,78,58
77,79,58
78,80,57
79,81,56
80,83,56
81,85,55
82,87,55
83,89,54
84,91,54
85,93,54
86,95,54
87,97,53
88,99,53
89,101,53
90,103,53
91,104,53
92,105,53
93,106,53
94,107,53
95,107,53
96,107,53
97,107,53
98,106,54
99,105,54
100,104,55
101,103,55
102,101,56
103,99,56
104,97,56
105,95,57
106,93,57
107,91,57
108,89,57
109,87,57
110,86,56
111,85,56
112,84,56
113,83,56
114,83,56
115,83,56
116,82,55
117,82,55
118,82,55
119,81,56
120,81,56
121,81,56
122,81,56
123,81,57
124,81,57
125,81,57
126,81,57
127,81,57
128,81,57
129,81,57
130,81,57
131,81,57
132,80,56
133,80,56
134,80,56
135,81,57
136,81,57
137,81,57
138,82,57
139,82,57
140,83,57
141,84,56
142,84,56
143,85,56
144,85,56
145,86,56
146,86,56
147,86,56
148,86,56
149,86,56
150,86,56
151,86,56
152,86,56
153,86,56
154,86,56
155,86,56
156,86,56
157,86,56
158,86,56
159,86,56
160,86,57
161,86,57
162,86,57
163,87,57
164,87,58
165,87,58
166,87,58
167,87,58
168,87,58
169,87,58
170,87,58
171,88,59
172,88,59
173,88,59
174,89,59
175,89,59
176,89,59
177,89,59
178,90,59
179,90,58
180,90,58
181,91,58
182,91,57
183,92,57
184,93,57
185,94,57
186,94,57
187,95,58
188,96,58
189,97,58
190,99,59
191,100,59
192,101,60
193,102,60
194,103,60
195,104,61
196,106,61
197,107,62
198,109,62
199,110,63
200,111,63
201,113,64
202,114,64
203,115,63
204,116,62
205,117,61
206,118,59
207,119,58
208,118,56
209,117,54
210,115,53
211,111,51
212,108,50
213,105,50
214,102,49
215,99,49
216,97,49
217,94,49
218,92,49
219,90,49
220,88,49
221,86,49
222,85,49
223,84,49
224,83,50
225,83,50
226,82,50
227,83,50
228,83,50
229,84,51
230,86,51
231,88,52
232,89,52
233,91,52
234,93,52
235,94,53
236,95,53
237,97,52
238,98,52
239,99,52
240,100,52
241,100,52
242,101,52
243,101,52
244,101,52
245,101,52
246,101,51
247,100,51
248,100,51
249,99,50
250,99,50
251,98,50
252,97,50
253,97,50
254,96,50
255,96,50
256,95,50
