0,92,67
1,91,67
2,90,65
3,89,65
4,88,65
5,87,64
6,85,63
7,85,63
8,84,64
9,85,64
10,86,64
11,85,64
12,84,64
13,84,64
14,85,63
15,85,62
16,85,61
17,86,60
18,86,60
19,86,62
20,87,65
21,87,65
22,87,63
23,89,65
24,90,65
25,92,66
26,92,67
27,93,67
28,94,66
29,94,65
30,95,64
31,94,63
32,95,64
33,95,63
34,95,64
35,96,64
36,97,63
37,97,65
38,96,66
39,96,64
40,96,66
41,95,66
42,94,64
43,93,64
44,90,65
45,87,65
46,84,66
47,81,66
48,79,66
49,77,65
50,75,65
51,74,67
52,71,70
53,69,72
54,67,71
55,66,71
56,66,71
57,63,71
58,63,72
59,62,72
60,60,71
61,59,71
62,59,73
63,61,72
64,61,73
65,61,73
66,62,75
67,62,74
68,62,74
69,63,75
70,64,73
71,63,73
72,63,72
73,64,72
74,65,72
75,66,70
76,67,70
77,68,67
78,68,65
79,68,64
80,69,64
81,71,63
82,72,62
83,73,61
84,75,61
85,78,59
86,82,60
87,84,56
88,87,56
89,92,56
90,95,57
91,103,60
92,105,61
93,109,60
94,109,59
95,109,60
96,110,60
97,111,60
98,110,59
99,110,61
100,108,63
101,107,63
102,106,63
103,101,63
104,100,62
105,97,62
106,95,63
107,91,64
108,89,64
109,87,64
110,85,63
111,82,61
112,79,61
113,78,60
114,77,61
115,76,59
116,77,59
117,77,60
118,77,59
119,76,59
120,77,58
121,76,58
122,77,57
123,75,58
124,75,59
125,76,59
126,75,58
127,75,56
128,75,57
129,73,57
130,72,58
131,73,57
132,73,56
133,73,56
134,74,56
135,74,56
136,74,56
137,73,57
138,73,56
139,75,56
140,76,56
141,77,57
142,78,55
143,80,56
144,81,55
145,81,55
146,83,56
147,81,57
148,81,57
149,82,56
150,82,55
151,83,55
152,83,55
153,83,56
154,83,55
155,82,55
156,81,54
157,82,55
158,82,55
159,82,55
160,81,55
161,81,57
162,82,57
163,80,55
164,81,57
165,81,58
166,84,58
167,85,59
168,86,60
169,84,61
170,85,61
171,85,64
172,86,65
173,86,65
174,88,64
175,87,64
176,88,64
177,85,64
178,85,65
179,84,66
180,85,66
181,85,65
182,86,67
183,87,68
184,88,68
185,90,69
186,92,70
187,93,71
188,93,72
189,93,73
190,95,73
191,96,75
192,97,78
193,98,79
194,99,80
195,101,82
196,100,82
197,101,84
198,104,85
199,105,85
200,107,87
201,109,89
202,110,90
203,112,90
204,113,91
205,114,90
206,115,90
207,117,88
208,119,86
209,119,85
210,118,81
211,117,78
212,113,75
213,109,72
214,105,71
215,101,69
216,97,68
217,92,66
218,87,65
219,83,65
220,80,65
221,77,66
222,74,66
223,70,66
224,67,65
225,66,63
226,64,63
227,62,63
228,63,65
229,62,65
230,62,64
231,64,65
232,65,65
233,67,67
234,69,65
235,73,69
236,74,71
237,75,69
238,77,70
239,78,70
240,80,71
241,83,74
242,85,75
243,87,74
244,87,75
245,89,77
246,89,76
247,89,76
248,89,76
249,90,76
250,89,76
251,89,72
252,88,71
253,87,70
254,85,70
255,85,69
256,85,69
